9.073463678359985352e-01 3.138846661862379827e-15 9.784877782456955395e-18
9.194166064262390137e-01 3.676161656867891535e-15 1.020602351446679951e-17
9.318090677261352539e-01 3.988038876631600438e-15 1.036443384938473686e-17
9.445163011550903320e-01 4.812130763768742172e-15 1.066033702396888287e-17
9.575546979904174805e-01 5.452330080707653962e-15 1.094134132426189496e-17
9.709151387214660645e-01 6.299317588072707509e-15 1.175884236577096999e-17
9.846078753471374512e-01 7.104180168513499865e-15 1.153901456783172088e-17
9.986364245414733887e-01 7.451693145381459634e-15 1.137940269436912943e-17
1.012996315956115723e+00 8.400307199135096781e-15 1.228494400945792313e-17
1.027688503265380859e+00 9.639771617395693019e-15 1.287464399927437521e-17
1.042711973190307617e+00 1.083740957472454358e-14 1.336878515125822267e-17
1.058064460754394531e+00 1.199206448640540090e-14 1.355528780520099792e-17
1.073741912841796875e+00 1.242916253835838809e-14 1.335322784462039339e-17
1.089738607406616211e+00 1.212593082064613393e-14 1.255856405659601618e-17
1.106053233146667480e+00 1.017066959535890265e-14 1.148076366584227423e-17
1.122675180435180664e+00 8.801842189282987619e-15 9.984870748990267239e-18
1.139592885971069336e+00 8.545672554915491909e-15 9.541909988414546638e-18
1.156803369522094727e+00 8.887134839379441413e-15 9.660107809035569485e-18
1.174290180206298828e+00 8.892046403183170166e-15 9.227444875755372217e-18
1.192045927047729492e+00 1.092823812617967660e-14 1.054710336702872348e-17
1.210053086280822754e+00 1.322204663746361198e-14 1.116589199605436667e-17
1.228305459022521973e+00 1.510409391859406502e-14 1.211937911416808234e-17
1.246782898902893066e+00 1.554851229445993742e-14 1.226267638659106842e-17
1.265471577644348145e+00 1.678091239603139415e-14 1.202358758941742255e-17
1.284359216690063477e+00 1.710774767716267005e-14 1.227046922441834662e-17
1.303428888320922852e+00 1.616005749878867548e-14 1.204776187565524823e-17
1.322664141654968262e+00 1.327345146407501887e-14 1.104940169965772529e-17
1.342049717903137207e+00 6.187734464219419031e-15 7.268636716061372056e-18
1.361570119857788086e+00 3.081926190272096136e-15 5.236947918140719597e-18
1.381209969520568848e+00 2.869316723441406931e-15 4.893827925268126805e-18
1.400953888893127441e+00 2.745713293062047617e-15 4.938390212163915624e-18
1.420787096023559570e+00 2.606330091111946654e-15 4.677258669628657206e-18
1.440695166587829590e+00 3.035764963030081538e-15 4.980030411236879659e-18
1.460664153099060059e+00 3.974031273585798185e-15 5.579967152506876062e-18
1.480680584907531738e+00 4.786328577237710528e-15 6.026935001276916715e-18
1.500731706619262695e+00 5.631814589656235186e-15 6.586734979272337312e-18
1.520805358886718750e+00 7.068030676994307098e-15 7.790474705987208193e-18
1.540890097618103027e+00 8.915409311279976887e-15 8.594247433278894207e-18
1.621133804321289062e+00 1.071121803246731798e-14 9.926995404498319728e-18
1.641125321388244629e+00 1.009974932405383018e-14 9.637175878561136783e-18
1.661073088645935059e+00 9.895306048974992181e-15 9.931898006389503422e-18
1.680970191955566406e+00 9.445892991354978648e-15 9.545708090869624847e-18
1.700810432434082031e+00 8.893687711016825122e-15 9.083923667205407432e-18
1.720588088035583496e+00 7.999740255842840345e-15 8.467837282636928666e-18
1.740297675132751465e+00 6.750841860855623310e-15 8.274835763623778002e-18
1.759935021400451660e+00 5.522237967610204999e-15 6.654029401875553017e-18
1.779495000839233398e+00 4.443587506989755444e-15 6.086874939301257322e-18
1.798974633216857910e+00 3.576481181793295282e-15 5.876327338405910109e-18
1.818370103836059570e+00 3.143129130146412205e-15 5.386476743825654241e-18
1.837678670883178711e+00 2.997353329246077621e-15 4.950720185120510701e-18
1.856897950172424316e+00 2.633215585687173802e-15 4.653205494428199571e-18
1.876025438308715820e+00 2.713752343258651419e-15 5.194659431566262850e-18
1.895059227943420410e+00 3.264519066355561830e-15 5.250202186746835424e-18
1.913996458053588867e+00 3.341510977877413894e-15 5.133288795951193152e-18
1.932836890220642090e+00 3.042420533691664077e-15 4.771452769903330367e-18
1.951579809188842773e+00 2.816972568754477406e-15 4.440867699217901162e-18
1.970224022865295410e+00 3.008463543234289217e-15 5.030520183719714975e-18
1.988766670227050781e+00 3.296750449757803229e-15 4.816560329404435308e-18
2.007209539413452148e+00 3.669587587840748248e-15 5.113759670253144845e-18
2.025552034378051758e+00 4.275025402357477298e-15 5.218598337994884619e-18
2.043792247772216797e+00 4.707967849543585051e-15 5.510599861834253188e-18
2.061931610107421875e+00 4.900542765349325798e-15 5.604734947894303331e-18
2.079970121383666992e+00 5.270276385982575147e-15 5.890097961985493410e-18
2.097906112670898438e+00 5.448141485009530173e-15 5.721216538709871917e-18
2.115742444992065430e+00 5.451831420623584115e-15 5.775029542877131592e-18
2.133476734161376953e+00 5.278756118719407107e-15 5.488741808775841228e-18
2.151111602783203125e+00 5.087231749966320485e-15 5.661975739468311221e-18
2.168645858764648438e+00 4.838875978245646893e-15 5.503858124803935201e-18
2.186081409454345703e+00 4.311275721095957453e-15 5.095804745621558380e-18
2.203417539596557617e+00 3.703782214323971449e-15 4.860944054010946694e-18
2.220656633377075195e+00 3.330452394531509190e-15 4.438058821328485669e-18
2.237796783447265625e+00 3.104152059194029675e-15 4.386104994778091301e-18
2.254841566085815430e+00 2.800778379160656357e-15 4.035290959493461787e-18
2.271789073944091797e+00 2.610819313728305158e-15 3.812851043914646284e-18
2.288642168045043945e+00 2.340214131764122408e-15 3.679942453337576313e-18
2.305401563644409180e+00 2.066785302773399726e-15 3.514385679343133089e-18
